Feature,SHAP_Value,Abs_SHAP_Value
Feature40,0.27601888134524216,0.27601888134524216
Feature63,-0.1843330544903489,0.1843330544903489
Feature61,0.03844571602613994,0.03844571602613994
Feature1,-0.024007263613047752,0.024007263613047752
Feature60,0.02225139201912843,0.02225139201912843
Feature50,-0.022050943369491125,0.022050943369491125
Feature48,-0.017838054189681596,0.017838054189681596
Feature5,0.014676449805592484,0.014676449805592484
Feature30,-0.012284074824722149,0.012284074824722149
Feature51,0.01008821472491278,0.01008821472491278
Feature45,-0.009657559257892856,0.009657559257892856
Feature56,-0.008342566245270319,0.008342566245270319
Feature9,0.008321037639723777,0.008321037639723777
Feature18,-0.008268471623341517,0.008268471623341517
Feature17,-0.008092366958760847,0.008092366958760847
Feature27,-0.007819027446716698,0.007819027446716698
Feature3,0.006793306506748924,0.006793306506748924
Feature36,0.006710916587846246,0.006710916587846246
Feature54,-0.006637583803601447,0.006637583803601447
Feature62,-0.006130541791500216,0.006130541791500216
Feature55,0.005697648445475471,0.005697648445475471
Feature10,0.005442618523535826,0.005442618523535826
Feature49,0.0051294909110314495,0.0051294909110314495
Feature57,-0.004925495152120374,0.004925495152120374
Feature25,-0.004633432052567656,0.004633432052567656
Feature22,-0.004095256171900559,0.004095256171900559
Feature19,-0.004080682912611516,0.004080682912611516
Feature14,-0.0040599700488001085,0.0040599700488001085
Feature11,-0.0033183971100096458,0.0033183971100096458
Feature58,-0.003257770857829745,0.003257770857829745
Feature59,0.0032088211170102723,0.0032088211170102723
Feature28,-0.003205798817146379,0.003205798817146379
Feature26,-0.0031193469746173728,0.0031193469746173728
Feature23,-0.003107665126698365,0.003107665126698365
Feature4,-0.002739331345281366,0.002739331345281366
Feature13,-0.002704877907742024,0.002704877907742024
Feature38,0.0026185334438036945,0.0026185334438036945
Feature33,-0.0024535312181574545,0.0024535312181574545
Feature12,-0.0024002714220889795,0.0024002714220889795
Feature24,0.0020757936154101597,0.0020757936154101597
Feature7,-0.001990909094513308,0.001990909094513308
Feature8,-0.0019336525456462028,0.0019336525456462028
Feature53,0.0016850622940220068,0.0016850622940220068
Feature32,0.001681174835589642,0.001681174835589642
Feature2,0.0015460139676535996,0.0015460139676535996
Feature37,-0.0013923073708756357,0.0013923073708756357
Feature44,-0.0013607041676592841,0.0013607041676592841
Feature52,0.001154708810068956,0.001154708810068956
Feature46,-0.0011488753818589593,0.0011488753818589593
Feature20,-0.001027187536744606,0.001027187536744606
Feature15,-0.000861656563730856,0.000861656563730856
Feature6,0.0007124551363495759,0.0007124551363495759
Feature21,-0.0006964221096787219,0.0006964221096787219
Feature16,-0.0005766980491963188,0.0005766980491963188
Feature31,0.0004695444586115353,0.0004695444586115353
Feature34,0.00034651655748504,0.00034651655748504
Feature29,0.00028995638040051525,0.00028995638040051525
Feature39,0.0,0.0
Feature41,0.0,0.0
Feature42,0.0,0.0
Feature43,0.0,0.0
Feature47,0.0,0.0
Feature35,0.0,0.0
