Feature,SHAP_Value,Abs_SHAP_Value
Feature1,0.03260296963483223,0.03260296963483223
Feature3,0.01985404746882346,0.01985404746882346
Feature15,0.01238541667808945,0.01238541667808945
Feature42,0.005138316072782123,0.005138316072782123
Feature56,-0.003911116690858191,0.003911116690858191
Feature45,-0.0036409671627342156,0.0036409671627342156
Feature57,-0.003418417219168718,0.003418417219168718
Feature63,0.0028547979373764244,0.0028547979373764244
Feature5,-0.0021902613949181192,0.0021902613949181192
Feature50,0.0021205565184894692,0.0021205565184894692
Feature49,0.0020810736701160903,0.0020810736701160903
Feature47,0.0016266964725725418,0.0016266964725725418
Feature48,0.0014352188033359414,0.0014352188033359414
Feature17,-0.0014286555815867575,0.0014286555815867575
Feature53,-0.0009404530030055036,0.0009404530030055036
Feature4,-0.0009252482497139891,0.0009252482497139891
Feature14,-0.0008864057347382881,0.0008864057347382881
Feature43,0.0008356003820260305,0.0008356003820260305
Feature39,0.0007176025105267381,0.0007176025105267381
Feature2,0.0003585943615378673,0.0003585943615378673
Feature52,-0.0003457340358472949,0.0003457340358472949
Feature46,0.0002688899071216277,0.0002688899071216277
Feature22,-0.0002198659685787363,0.0002198659685787363
