Metric,Mean,Std
AUC,0.6521834351865312,0.1431123285646852
F1,0.7648866182899082,0.09005723443980294
ACC,0.6789655172413793,0.10685060603662139
ACC_0,0.40316461316461316,0.15207402950306395
ACC_1,0.8329928877452097,0.09124480327319555
Time,0.0001875162124633789,1.075044856957914e-05
