Metric,Mean,Std
AUC,0.7840787357923581,0.09728820868233724
F1,0.7665803961289612,0.07359130383917703
ACC,0.6821839080459771,0.09522942067711578
ACC_0,0.42548146298146294,0.1684001848445028
ACC_1,0.8212817639017329,0.08324323184656912
Time,102.07679541110993,20.63708333243367
