Metric,Mean,Std
AUC,0.6019043815661462,0.10610453060133147
F1,0.0,0.0
ACC,0.35954022988505746,0.07472698555734608
ACC_0,1.0,0.0
ACC_1,0.0,0.0
Time,0.00018498897552490234,6.164604762888027e-06
