Metric,Mean,Std
AUC,0.8139367089738606,0.0595819162966704
F1,0.7938216072278832,0.04786140708833265
ACC,0.7252873563218392,0.06299158199272771
ACC_0,0.5293617493617494,0.15947813632410715
ACC_1,0.8367100795661166,0.08606704082881712
Time,23.544304847717285,1.890455186181771
