experiment_type,model_name,n_experiments,mean_accuracy,std_accuracy,mean_auc,std_auc,mean_sensitivity,mean_specificity
single_center,PANDA_TabPFN_TCA,12,0.7574453795943848,0.11399654067327547,0.5970631959243805,0.13981474865871296,0.7082501872164221,0.4164132363057094
cross_domain,PANDA_TabPFN_TCA,3,0.6494390561505131,0.04148033247484858,0.6797672583158985,0.0821310805136158,0.5967091592017003,0.6064228320631141
