Metric,Mean,Std
AUC,0.4774107142857143,0.20182415565856143
F1,0.5912885154061625,0.11343107962440362
ACC,0.4628787878787878,0.11480598966843411
ACC_0,0.16166666666666668,0.20246170191110402
ACC_1,0.7898809523809524,0.21169900390405302
Time,79.26715860366821,16.613025635850477
