Metric,Mean,Std
AUC,0.5177380952380953,0.26483899918110326
F1,0.609815413344825,0.20514049704066728
ACC,0.5499999999999999,0.1799922341849818
ACC_0,0.3517857142857143,0.21578199674305024
ACC_1,0.7208333333333332,0.25132631924507215
Time,0.00018534660339355468,1.2386655311863707e-05
