n_features,features,mean_accuracy,mean_auc,mean_f1,mean_acc_0,mean_acc_1,mean_time,std_accuracy,std_auc,std_f1,std_acc_0,std_acc_1,std_time
3,"Feature63, Feature2, Feature46",0.6989655172413792,0.7795481640249442,0.7803296385541064,0.4595992895992896,0.8438108808116548,2.0044275522232056,0.09935111179008126,0.09891303466447135,0.07611290923883134,0.22312577974700948,0.08990101677002392,0.04676802836042474
4,"Feature63, Feature2, Feature46, Feature57",0.7088505747126437,0.7817881418260675,0.7863191763191762,0.4540193140193141,0.8532803879127409,1.9584999799728393,0.09808720212395035,0.09013163516461675,0.07846409772737788,0.15278715062452516,0.10597802144276705,0.0047435008196742776
5,"Feature63, Feature2, Feature46, Feature57, Feature61",0.7226436781609197,0.8023437946069525,0.7960982598535742,0.4786657786657787,0.8571204470623975,1.99060001373291,0.06495432707393883,0.0706273967057575,0.05421761010333346,0.12121166554666071,0.058054845196099825,0.04430940975591855
6,"Feature63, Feature2, Feature46, Feature57, Feature61, Feature42",0.7260919540229885,0.8126593704140144,0.7986800805470881,0.5082292707292708,0.8542560891980397,1.9773117303848267,0.0796014149098371,0.059830368315267106,0.05962018614521826,0.1655087963281305,0.06447805049793529,0.0037263175238560933
7,"Feature63, Feature2, Feature46, Feature57, Feature61, Feature42, Feature43",0.7393103448275862,0.8270196155180676,0.8038864420213837,0.5527164502164502,0.8403439414043129,2.034925031661987,0.04591892882938536,0.05325031973881891,0.03573698573655264,0.15214736593169656,0.03720992228444931,0.04395896082766188
8,"Feature63, Feature2, Feature46, Feature57, Feature61, Feature42, Feature43, Feature5",0.7358620689655173,0.8327912560149402,0.8013594519515571,0.5533574758574759,0.8368085878689595,1.9730770349502564,0.045633197244025286,0.04895101503088367,0.03314462858348344,0.14962078869278658,0.04918329754419351,0.01699010258598571
9,"Feature63, Feature2, Feature46, Feature57, Feature61, Feature42, Feature43, Feature5, Feature49",0.7529885057471264,0.8393384280837841,0.8124813025727662,0.5863275613275614,0.8454967521298791,1.986401867866516,0.06739681415956175,0.051918090250711944,0.05427429918342568,0.15764253500737505,0.057998158810429135,0.04144977147595846
10,"Feature63, Feature2, Feature46, Feature57, Feature61, Feature42, Feature43, Feature5, Feature49, Feature48",0.7631034482758621,0.8413948758786219,0.819084992861504,0.6083055833055834,0.8498257564588834,1.9765522480010986,0.06057253153175904,0.05300127145060317,0.05084982004573152,0.1729746067257788,0.05776837032292447,0.0022052324972712195
11,"Feature63, Feature2, Feature46, Feature57, Feature61, Feature42, Feature43, Feature5, Feature49, Feature48, Feature22",0.7527586206896552,0.8397133700206456,0.8111557555629529,0.602994227994228,0.8360908845196772,1.9990923643112182,0.04117911341552254,0.05514275845893874,0.03317763635573203,0.14729496151663948,0.045582890338604624,0.04100525050421278
12,"Feature63, Feature2, Feature46, Feature57, Feature61, Feature42, Feature43, Feature5, Feature49, Feature48, Feature22, Feature56",0.7526436781609196,0.8338523464552876,0.8101793955348541,0.602994227994228,0.8347539861239552,2.0833653926849367,0.04921849280860441,0.059637953375772615,0.042580445841741726,0.14729496151663948,0.05542595678662546,0.00426073895840041
13,"Feature63, Feature2, Feature46, Feature57, Feature61, Feature42, Feature43, Feature5, Feature49, Feature48, Feature22, Feature56, Feature32",0.7426436781609196,0.8342684472963111,0.8039686318409723,0.5749386724386725,0.8306865258064949,2.0486782073974608,0.04152417172080249,0.05648857250132157,0.03392429824008204,0.15296555236259185,0.0592106380528214,0.04388942991963953
14,"Feature63, Feature2, Feature46, Feature57, Feature61, Feature42, Feature43, Feature5, Feature49, Feature48, Feature22, Feature56, Feature32, Feature17",0.7290804597701149,0.8316840822003361,0.7940977883796567,0.559554057054057,0.8208779133663034,2.0066146850585938,0.04611201443815904,0.05672493136054082,0.036873966272753037,0.1519891944170379,0.05532039682677891,0.0019500315021657977
15,"Feature63, Feature2, Feature46, Feature57, Feature61, Feature42, Feature43, Feature5, Feature49, Feature48, Feature22, Feature56, Feature32, Feature17, Feature44",0.7391954022988505,0.8299089395296825,0.8025094836591313,0.5706651681651681,0.8316966268165957,2.0283989667892457,0.05108791341999268,0.05937190395736775,0.0400865232038527,0.15531571311942546,0.05214873729309207,0.04412721036220706
