Metric,Mean,Std
AUC,0.8154009017584869,0.06999598494071772
F1,0.8104858204334219,0.05585696693281694
ACC,0.7429885057471264,0.07806357095959879
ACC_0,0.5416500166500167,0.17333013786923956
ACC_1,0.8612479393671343,0.07368092803010118
Time,232.65291872024537,42.56158590608768
