config,acc,auc,f1,acc_0,acc_1,direct_acc,direct_auc,direct_f1,direct_acc_0,direct_acc_1,aligned_acc,aligned_auc,aligned_f1,aligned_acc_0,aligned_acc_1,aligned_original_acc,aligned_original_f1,aligned_original_acc_0,aligned_original_acc_1,aligned_optimal_threshold
ClassCORAL_Pseudo_A_to_B,0.711864406779661,0.7744360902255638,0.7605633802816901,0.7142857142857143,0.7105263157894737,0.6052631578947368,0.5798153846153846,0.6938775510204082,0.46153846153846156,0.68,0.6263157894736842,0.5650461538461539,0.714859437751004,0.46153846153846156,0.712,0.4631578947368421,0.4574468085106383,0.6923076923076923,0.344,0.2727795081595644
