source,target,pseudo_acc,pseudo_auc,pseudo_f1,pseudo_acc_0,pseudo_acc_1,withlabels_acc,withlabels_auc,withlabels_f1,withlabels_acc_0,withlabels_acc_1,direct_acc,direct_auc,direct_f1
A_AI4health,C_Guangzhou,0.5789473684210527,0.5237654320987655,0.5471698113207547,0.6851851851851852,0.48333333333333334,0.5789473684210527,0.5108024691358025,0.5714285714285714,0.6296296296296297,0.5333333333333333,0.5789473684210527,0.5277777777777778,0.5714285714285714
