Metric,Mean,Std
AUC,0.6194294594294594,0.12416102845566139
F1,0.7612144018178502,0.09039232764724077
ACC,0.6263157894736843,0.1121984347741718
ACC_0,0.02361111111111111,0.0498841249890777
ACC_1,0.9329487179487179,0.09755587530031362
Time,55.32780549526215,12.58287803451878
