fold,accuracy,auc,f1,acc_0,acc_1,time
1,0.7368421052631579,0.8500000000000001,0.8484848484848485,0.0,0.9333333333333333,69.4074342250824
2,0.5789473684210527,0.5897435897435898,0.7333333333333333,0.0,0.8461538461538461,59.894030809402466
3,0.6842105263157895,0.7307692307692307,0.8125,0.0,1.0,59.83130097389221
4,0.47368421052631576,0.4642857142857143,0.6428571428571429,0.0,0.75,59.94390392303467
5,0.631578947368421,0.5454545454545454,0.7586206896551724,0.125,1.0,60.217347383499146
6,0.7368421052631579,0.5714285714285714,0.8484848484848485,0.0,1.0,60.080288887023926
7,0.42105263157894735,0.6111111111111112,0.5925925925925926,0.0,0.8,31.9792640209198
8,0.6842105263157895,0.47435897435897445,0.8125,0.0,1.0,59.88381743431091
9,0.5789473684210527,0.6000000000000001,0.7142857142857143,0.1111111111111111,1.0,32.261340856552124
10,0.7368421052631579,0.7571428571428571,0.8484848484848485,0.0,1.0,59.77932643890381
