acc,auc,f1,acc_0,acc_1,time,Dataset
0.7457627118644068,0.7882205513784462,0.810126582278481,0.5714285714285714,0.8421052631578947,81.40946197509766,A
0.5526315789473685,0.5692307692307692,0.6530612244897959,0.3846153846153846,0.64,40.51295828819275,B
0.4782608695652174,0.4393939393939393,0.6,0.1818181818181818,0.75,58.54648566246033,C
