Feature,F_Score
Feature56,9.930852417946548
Feature2,9.831038266473522
Feature61,3.4867820356059216
Feature43,3.4571818066799764
Feature42,2.9796507914315087
Feature39,0.17843684734098256
Feature63,0.025667281043067113
Feature46,0.0011531823308579092
