Metric,Mean,Std
AUC,0.6060794760794761,0.12329445402338089
F1,0.754697680709344,0.09285115843190782
ACC,0.6210526315789473,0.11584262469627493
ACC_0,0.04027777777777777,0.0662700392862105
ACC_1,0.9148717948717948,0.09558750593470593
Time,2.3551615715026855,0.6006441281257687
