Metric,Mean,Std
AUC,0.8213376648005131,0.0672094845500478
F1,0.8073401691048749,0.074487174458833
ACC,0.7427586206896553,0.10111865316197977
ACC_0,0.5768306693306694,0.21450592767311366
ACC_1,0.8417216894732376,0.0579381806988347
Time,45.831591510772704,1.8020362629913917
