Metric,Mean,Std
AUC,0.6552560094967756,0.08182184923172596
F1,0.6631265249401213,0.08377572827040976
ACC,0.6161581920903955,0.05693642804665337
ACC_0,0.6113176912731989,0.10930953709036945
ACC_1,0.624569449663223,0.11091096857134074
Time,69.58441507816315,10.922250964052692
