Metric,Mean,Std
AUC,0.8272572062440483,0.056828286015815195
F1,0.8054994437966574,0.04586807836378136
ACC,0.7426436781609195,0.06224007916197609
ACC_0,0.5843714618714619,0.1703423254658593
ACC_1,0.8370777266249402,0.05197713514616329
Time,227.90281329154968,29.51193435842563
