fold,accuracy,auc,f1,acc_0,acc_1,time
1,0.7333333333333333,0.7916666666666666,0.8,0.5,0.8888888888888888,248.12697839736938
2,0.8,0.8238636363636365,0.8636363636363636,0.625,0.8636363636363636,229.51462507247925
3,0.7,0.72,0.8,0.3,0.9,228.41853523254395
4,0.6,0.7692307692307692,0.7,0.3076923076923077,0.8235294117647058,181.17446613311768
5,0.8,0.8253968253968254,0.8571428571428571,0.6666666666666666,0.8571428571428571,241.28742456436157
6,0.7241379310344828,0.8506493506493507,0.8,0.7142857142857143,0.7272727272727273,287.1502721309662
7,0.7931034482758621,0.8947368421052633,0.8333333333333334,0.8,0.7894736842105263,242.60165190696716
8,0.7241379310344828,0.8181818181818182,0.7894736842105263,0.5454545454545454,0.8333333333333334,208.6243863105774
9,0.7586206896551724,0.889423076923077,0.7878787878787878,0.6923076923076923,0.8125,203.58929324150085
10,0.7931034482758621,0.8894230769230769,0.8235294117647058,0.6923076923076923,0.875,208.5404999256134
