Model,AUC,AUC_Std,ACC,ACC_Std,F1,F1_Std,ACC_0,ACC_1,Time
Mayo,0.5603472222222223,0.1848618921318627,0.475,0.12474082916908005,0.0,0.0,1.0,0.0,0.0001845121383666992
PKUPH,0.5177380952380953,0.26483899918110326,0.5499999999999999,0.1799922341849818,0.609815413344825,0.20514049704066728,0.3517857142857143,0.7208333333333332,0.00018534660339355468
AutoTabPFN,0.4774107142857143,0.20182415565856143,0.4628787878787878,0.11480598966843411,0.5912885154061625,0.11343107962440362,0.16166666666666668,0.7898809523809524,79.26715860366821
