Model,AUC,AUC_Std,ACC,ACC_Std,F1,F1_Std,ACC_0,ACC_1,Time
AutoTabPFN,0.633538961038961,0.11974558934653107,0.631578947368421,0.11637279966159297,0.757633520302875,0.09829730390908471,0.08333333333333334,0.9061655011655011,95.79105267524719
PKUPH,0.6320321345321346,0.16891478545190625,0.6947368421052631,0.12103991796954623,0.7796713191023535,0.09804425935900143,0.4223015873015873,0.8466466866466866,0.00018439292907714843
Mayo,0.5532323232323232,0.21438947031264852,0.34210526315789475,0.09031254509637719,0.0,0.0,1.0,0.0,0.00018658638000488282
