Metric,Mean,Std
AUC,0.6204280230719859,0.11291322693684949
F1,0.7365454198960585,0.08058499441059296
ACC,0.6012903225806452,0.1020641022727979
ACC_0,0.09265002970885323,0.08140930312009743
ACC_1,0.9362280701754386,0.09455079739585089
Time,234.3530481338501,28.61323085586546
