n_features,features,mean_accuracy,mean_auc,mean_f1,mean_acc_0,mean_acc_1,mean_time,std_accuracy,std_auc,std_f1,std_acc_0,std_acc_1,std_time
28,"Feature63, Feature2, Feature46, Feature56, Feature61, Feature42, Feature43, Feature5, Feature49, Feature32, Feature57, Feature22, Feature27, Feature47, Feature55, Feature60, Feature29, Feature17, Feature62, Feature44, Feature48, Feature1, Feature52, Feature25, Feature38, Feature58, Feature54, Feature7",0.7194252873563218,0.8098295784882472,0.7878355057282603,0.5251096126096126,0.8252768842784322,19.046190309524537,0.07086549478532726,0.07040164880807863,0.057589218822695284,0.1531709918038584,0.08032593129879412,0.11419238088892512
29,"Feature63, Feature2, Feature46, Feature56, Feature61, Feature42, Feature43, Feature5, Feature49, Feature32, Feature57, Feature22, Feature27, Feature47, Feature55, Feature60, Feature29, Feature17, Feature62, Feature44, Feature48, Feature1, Feature52, Feature25, Feature38, Feature58, Feature54, Feature7, Feature14",0.7263218390804598,0.8109800058329469,0.794254503397258,0.5251096126096126,0.836790042173169,19.09657828807831,0.08041287631819029,0.06581723786427891,0.06430773675024656,0.1531709918038584,0.08694125684556844,0.09690712939941805
30,"Feature63, Feature2, Feature46, Feature56, Feature61, Feature42, Feature43, Feature5, Feature49, Feature32, Feature57, Feature22, Feature27, Feature47, Feature55, Feature60, Feature29, Feature17, Feature62, Feature44, Feature48, Feature1, Feature52, Feature25, Feature38, Feature58, Feature54, Feature7, Feature14, Feature59",0.7296551724137931,0.80899312512393,0.7957496463558156,0.533442945942946,0.8359963913795184,19.113631868362425,0.07711230320848327,0.06966394259971061,0.06405154963761069,0.14926141597142653,0.08707775575427416,0.08801356461181543
31,"Feature63, Feature2, Feature46, Feature56, Feature61, Feature42, Feature43, Feature5, Feature49, Feature32, Feature57, Feature22, Feature27, Feature47, Feature55, Feature60, Feature29, Feature17, Feature62, Feature44, Feature48, Feature1, Feature52, Feature25, Feature38, Feature58, Feature54, Feature7, Feature14, Feature59, Feature45",0.7263218390804597,0.8061993919536489,0.7927099525266481,0.5362207237207237,0.8312344866176137,19.269082832336426,0.0817829621619735,0.07326622019273775,0.06757544542090498,0.15093013134801636,0.09215341418678062,0.07621644562600084
32,"Feature63, Feature2, Feature46, Feature56, Feature61, Feature42, Feature43, Feature5, Feature49, Feature32, Feature57, Feature22, Feature27, Feature47, Feature55, Feature60, Feature29, Feature17, Feature62, Feature44, Feature48, Feature1, Feature52, Feature25, Feature38, Feature58, Feature54, Feature7, Feature14, Feature59, Feature45, Feature23",0.7295402298850575,0.8078544294542747,0.796711113966834,0.5219350094350095,0.8407582961414232,19.3219952583313,0.08038099592079372,0.07223077888981394,0.06637704208000358,0.13974644211430678,0.0841485746369351,0.07525186058094627
33,"Feature63, Feature2, Feature46, Feature56, Feature61, Feature42, Feature43, Feature5, Feature49, Feature32, Feature57, Feature22, Feature27, Feature47, Feature55, Feature60, Feature29, Feature17, Feature62, Feature44, Feature48, Feature1, Feature52, Feature25, Feature38, Feature58, Feature54, Feature7, Feature14, Feature59, Feature45, Feature23, Feature18",0.7295402298850575,0.8092626754050902,0.796711113966834,0.5219350094350095,0.8407582961414232,19.44305830001831,0.08038099592079372,0.07097661157422261,0.06637704208000358,0.13974644211430678,0.0841485746369351,0.08151651440022878
34,"Feature63, Feature2, Feature46, Feature56, Feature61, Feature42, Feature43, Feature5, Feature49, Feature32, Feature57, Feature22, Feature27, Feature47, Feature55, Feature60, Feature29, Feature17, Feature62, Feature44, Feature48, Feature1, Feature52, Feature25, Feature38, Feature58, Feature54, Feature7, Feature14, Feature59, Feature45, Feature23, Feature18, Feature39",0.7295402298850575,0.8034410188481396,0.7958418206585163,0.5362207237207237,0.8354951382466862,19.600720477104186,0.07422840420987413,0.07527851375732976,0.06226408127444166,0.15093013134801636,0.07879135898993998,0.08662256930707325
35,"Feature63, Feature2, Feature46, Feature56, Feature61, Feature42, Feature43, Feature5, Feature49, Feature32, Feature57, Feature22, Feature27, Feature47, Feature55, Feature60, Feature29, Feature17, Feature62, Feature44, Feature48, Feature1, Feature52, Feature25, Feature38, Feature58, Feature54, Feature7, Feature14, Feature59, Feature45, Feature23, Feature18, Feature39, Feature16",0.7226436781609195,0.8022087835911366,0.7911667898070147,0.5185284160284162,0.8354951382466862,19.754456973075868,0.0659374505927586,0.07395609320656452,0.05805958643504094,0.13114208827478782,0.07879135898993998,0.0944864961030706
36,"Feature63, Feature2, Feature46, Feature56, Feature61, Feature42, Feature43, Feature5, Feature49, Feature32, Feature57, Feature22, Feature27, Feature47, Feature55, Feature60, Feature29, Feature17, Feature62, Feature44, Feature48, Feature1, Feature52, Feature25, Feature38, Feature58, Feature54, Feature7, Feature14, Feature59, Feature45, Feature23, Feature18, Feature39, Feature16, Feature21",0.7194252873563218,0.8034355563310671,0.7896144458372902,0.5097249972249973,0.8354951382466862,19.885715317726135,0.07542270890014434,0.0748142778645216,0.06324680744881521,0.14707279115876878,0.07879135898993998,0.07819094061890736
37,"Feature63, Feature2, Feature46, Feature56, Feature61, Feature42, Feature43, Feature5, Feature49, Feature32, Feature57, Feature22, Feature27, Feature47, Feature55, Feature60, Feature29, Feature17, Feature62, Feature44, Feature48, Feature1, Feature52, Feature25, Feature38, Feature58, Feature54, Feature7, Feature14, Feature59, Feature45, Feature23, Feature18, Feature39, Feature16, Feature21, Feature35",0.7194252873563218,0.8020615724145136,0.7904605103418912,0.5006340881340882,0.8407582961414232,19.936159491539,0.08001263277190396,0.07410759693332207,0.06652047175358838,0.1528969324887805,0.0841485746369351,0.08305683885254733
38,"Feature63, Feature2, Feature46, Feature56, Feature61, Feature42, Feature43, Feature5, Feature49, Feature32, Feature57, Feature22, Feature27, Feature47, Feature55, Feature60, Feature29, Feature17, Feature62, Feature44, Feature48, Feature1, Feature52, Feature25, Feature38, Feature58, Feature54, Feature7, Feature14, Feature59, Feature45, Feature23, Feature18, Feature39, Feature16, Feature21, Feature35, Feature31",0.7194252873563218,0.8073310404192757,0.7896144458372902,0.5097249972249973,0.8354951382466862,20.042546129226686,0.07542270890014434,0.06961522485703771,0.06324680744881521,0.14707279115876878,0.07879135898993998,0.07496204344398052
39,"Feature63, Feature2, Feature46, Feature56, Feature61, Feature42, Feature43, Feature5, Feature49, Feature32, Feature57, Feature22, Feature27, Feature47, Feature55, Feature60, Feature29, Feature17, Feature62, Feature44, Feature48, Feature1, Feature52, Feature25, Feature38, Feature58, Feature54, Feature7, Feature14, Feature59, Feature45, Feature23, Feature18, Feature39, Feature16, Feature21, Feature35, Feature31, Feature8",0.7159770114942529,0.8057136763019116,0.7876399975213785,0.5006340881340882,0.8354951382466862,20.153284668922424,0.07433227667925853,0.07012810394612816,0.06227885456228132,0.1528969324887805,0.07879135898993998,0.08393634473347311
40,"Feature63, Feature2, Feature46, Feature56, Feature61, Feature42, Feature43, Feature5, Feature49, Feature32, Feature57, Feature22, Feature27, Feature47, Feature55, Feature60, Feature29, Feature17, Feature62, Feature44, Feature48, Feature1, Feature52, Feature25, Feature38, Feature58, Feature54, Feature7, Feature14, Feature59, Feature45, Feature23, Feature18, Feature39, Feature16, Feature21, Feature35, Feature31, Feature8, Feature9",0.7160919540229885,0.806576233679175,0.788706124376979,0.4929417804417805,0.8407582961414232,20.252125930786132,0.0854294444876416,0.07034174540876616,0.0694656818496729,0.16029634891111497,0.0841485746369351,0.08357697459010453
41,"Feature63, Feature2, Feature46, Feature56, Feature61, Feature42, Feature43, Feature5, Feature49, Feature32, Feature57, Feature22, Feature27, Feature47, Feature55, Feature60, Feature29, Feature17, Feature62, Feature44, Feature48, Feature1, Feature52, Feature25, Feature38, Feature58, Feature54, Feature7, Feature14, Feature59, Feature45, Feature23, Feature18, Feature39, Feature16, Feature21, Feature35, Feature31, Feature8, Feature9, Feature30",0.7159770114942529,0.8022253345782758,0.7876399975213785,0.5006340881340882,0.8354951382466862,20.385931873321532,0.07433227667925853,0.07158889956434428,0.06227885456228132,0.1528969324887805,0.07879135898993998,0.09055709626251172
42,"Feature63, Feature2, Feature46, Feature56, Feature61, Feature42, Feature43, Feature5, Feature49, Feature32, Feature57, Feature22, Feature27, Feature47, Feature55, Feature60, Feature29, Feature17, Feature62, Feature44, Feature48, Feature1, Feature52, Feature25, Feature38, Feature58, Feature54, Feature7, Feature14, Feature59, Feature45, Feature23, Feature18, Feature39, Feature16, Feature21, Feature35, Feature31, Feature8, Feature9, Feature30, Feature24",0.7194252873563218,0.8026885130120425,0.7894524008391998,0.5076853701853701,0.8345082961414232,20.477054142951964,0.08138945647510973,0.07177148505673837,0.06639276011811257,0.1666403503237229,0.08369303325364438,0.08520604288422853
