Feature,SHAP_Value,Abs_SHAP_Value
Feature52,0.07375033944845197,0.07375033944845197
Feature49,0.05400216331084569,0.05400216331084569
Feature1,-0.02838353315989177,0.02838353315989177
Feature55,-0.024713821709156036,0.024713821709156036
Feature45,-0.023139094312985747,0.023139094312985747
Feature58,-0.018765407303969042,0.018765407303969042
Feature6,-0.01682109385728836,0.01682109385728836
Feature54,-0.01622510453065236,0.01622510453065236
Feature61,0.013204522430896787,0.013204522430896787
Feature50,-0.01304300874471663,0.01304300874471663
Feature63,0.012748276193936633,0.012748276193936633
Feature28,0.012730081876118973,0.012730081876118973
Feature53,-0.012249204019705431,0.012249204019705431
Feature39,-0.01163743684689203,0.01163743684689203
Feature4,-0.01005866130193074,0.01005866130193074
Feature10,-0.008707245190938323,0.008707245190938323
Feature23,0.008255471785863236,0.008255471785863236
Feature3,-0.00798541307449338,0.00798541307449338
Feature32,0.0073850775758425025,0.0073850775758425025
Feature44,-0.00738244503736496,0.00738244503736496
Feature57,0.007132550080617278,0.007132550080617278
Feature5,-0.006562886138757093,0.006562886138757093
Feature48,-0.006291024386882796,0.006291024386882796
Feature51,-0.006076782941818251,0.006076782941818251
Feature26,0.005818270146846785,0.005818270146846785
Feature2,-0.004757657647132887,0.004757657647132887
Feature11,0.0046675975124041424,0.0046675975124041424
Feature46,-0.004106916487216963,0.004106916487216963
Feature56,0.0038314834237098555,0.0038314834237098555
Feature59,-0.0038088038563728194,0.0038088038563728194
Feature15,-0.0033186847964922633,0.0033186847964922633
Feature47,0.003260388970375061,0.003260388970375061
Feature14,-0.003170286615689605,0.003170286615689605
Feature8,0.0026439502835273604,0.0026439502835273604
Feature35,0.0021725917855898724,0.0021725917855898724
Feature37,0.0021344746152559962,0.0021344746152559962
Feature19,0.00210326164960864,0.00210326164960864
Feature13,-0.0018585994839668135,0.0018585994839668135
Feature9,-0.0015690525372823033,0.0015690525372823033
Feature21,-0.0015493134657542096,0.0015493134657542096
Feature25,-0.0012867425878842764,0.0012867425878842764
Feature20,0.0012318938970565796,0.0012318938970565796
Feature22,-0.0011645679672559195,0.0011645679672559195
Feature18,0.0011628891030947414,0.0011628891030947414
Feature16,-0.0010770708322525163,0.0010770708322525163
Feature27,0.0009628509481748038,0.0009628509481748038
Feature29,-0.0008080005645752092,0.0008080005645752092
Feature7,0.0007941126823425154,0.0007941126823425154
Feature24,-0.000339242319266006,0.000339242319266006
Feature60,-0.00027701755364736846,0.00027701755364736846
Feature17,-0.00027139484882354736,0.00027139484882354736
Feature30,0.00024185329675674438,0.00024185329675674438
Feature62,0.0,0.0
Feature43,0.0,0.0
Feature42,0.0,0.0
Feature38,0.0,0.0
Feature41,0.0,0.0
Feature31,0.0,0.0
