Feature,SHAP_Value,Abs_SHAP_Value
Feature40,0.25322216429920724,0.25322216429920724
Feature63,-0.1928928282149839,0.1928928282149839
Feature61,0.06688347113347902,0.06688347113347902
Feature39,-0.06054557992012654,0.06054557992012654
Feature2,-0.049998540564983505,0.049998540564983505
Feature1,-0.02673356485794436,0.02673356485794436
Feature5,0.021953346764967362,0.021953346764967362
Feature50,-0.02091858963734849,0.02091858963734849
Feature42,0.018863606267102467,0.018863606267102467
Feature60,-0.017092360684004642,0.017092360684004642
Feature55,0.013769710108308492,0.013769710108308492
Feature49,0.013176436967451183,0.013176436967451183
Feature47,0.01298992631450436,0.01298992631450436
Feature27,-0.012237964924525937,0.012237964924525937
Feature44,-0.011997167742877263,0.011997167742877263
Feature48,-0.01077889987370296,0.01077889987370296
Feature51,0.009933878660651763,0.009933878660651763
Feature17,0.008779651514742637,0.008779651514742637
Feature36,0.008249224138641376,0.008249224138641376
Feature58,-0.007046662469465975,0.007046662469465975
Feature25,-0.005893703024016955,0.005893703024016955
Feature45,-0.005826156213534652,0.005826156213534652
Feature30,-0.0050416781445964025,0.0050416781445964025
Feature18,-0.004953640468520176,0.004953640468520176
Feature41,0.004898864397007476,0.004898864397007476
Feature3,0.004783581872033704,0.004783581872033704
Feature29,-0.004073381392091254,0.004073381392091254
Feature6,0.003942895192044271,0.003942895192044271
Feature9,-0.00330360651840049,0.00330360651840049
Feature46,0.0032414258550722275,0.0032414258550722275
Feature59,0.0032325209474846537,0.0032325209474846537
Feature13,-0.0032291846172997998,0.0032291846172997998
Feature14,-0.003184091869378245,0.003184091869378245
Feature11,-0.0031353371180815512,0.0031353371180815512
Feature23,-0.0027936822729811434,0.0027936822729811434
Feature19,-0.002701870994133021,0.002701870994133021
Feature21,0.002547456633239483,0.002547456633239483
Feature52,0.002501891108320368,0.002501891108320368
Feature22,-0.00239722243605614,0.00239722243605614
Feature53,0.0023498199987732615,0.0023498199987732615
Feature26,-0.0023261946860993338,0.0023261946860993338
Feature24,-0.002228649702443427,0.002228649702443427
Feature33,0.0021891885842049755,0.0021891885842049755
Feature12,-0.0020037630587173374,0.0020037630587173374
Feature7,-0.001983729893909325,0.001983729893909325
Feature32,-0.0019002413606829943,0.0019002413606829943
Feature57,-0.0018330621718548972,0.0018330621718548972
Feature34,-0.0017619293811648683,0.0017619293811648683
Feature20,-0.0016876684254190366,0.0016876684254190366
Feature38,0.0016607306789124994,0.0016607306789124994
Feature28,-0.001423554461556518,0.001423554461556518
Feature37,-0.0012764629788085309,0.0012764629788085309
Feature56,0.0012109780917078001,0.0012109780917078001
Feature8,-0.0011226627175792425,0.0011226627175792425
Feature16,-0.000462302066668326,0.000462302066668326
Feature4,-0.0003502669349021483,0.0003502669349021483
Feature15,-0.00019561898315716605,0.00019561898315716605
Feature54,-0.00011956294239834815,0.00011956294239834815
Feature31,-9.930146265410555e-05,9.930146265410555e-05
Feature10,-2.9278262747058543e-05,2.9278262747058543e-05
Feature62,0.0,0.0
Feature43,0.0,0.0
Feature35,0.0,0.0
