config,source_val_acc,source_val_auc,direct_acc,direct_auc,direct_f1,direct_acc_0,direct_acc_1,target_acc,target_auc,target_f1,target_acc_0,target_acc_1,optimal_threshold,train_time,align_time,inference_time,mean_diff_initial,std_diff_initial,mean_diff_after_align,std_diff_after_align
Analytical_CORAL_A_to_B,0.711864406779661,0.7744360902255638,0.6052631578947368,0.5798153846153846,0.6938775510204082,0.46153846153846156,0.68,0.6842105263157895,0.5670153846153846,0.7931034482758621,0.23076923076923078,0.92,0.11346301503799146,70.29822540283203,0.011026382446289062,37.16052198410034,0.28210163694556933,0.9065249562843973,0.05097872948196684,0.042614520369382444
