config,acc,auc,f1,acc_0,acc_1,direct_acc,direct_auc,direct_f1,direct_acc_0,direct_acc_1,aligned_acc,aligned_auc,aligned_f1,aligned_acc_0,aligned_acc_1,aligned_original_acc,aligned_original_f1,aligned_original_acc_0,aligned_original_acc_1,aligned_optimal_threshold
ClassCORAL_WithLabels_A_to_B,0.711864406779661,0.7744360902255638,0.7605633802816901,0.7142857142857143,0.7105263157894737,0.6052631578947368,0.5798153846153846,0.6938775510204082,0.46153846153846156,0.68,0.6526315789473685,0.576,0.7401574803149606,0.46153846153846156,0.752,0.46842105263157896,0.4712041884816754,0.676923076923077,0.36,0.2617945291309362
