fold,accuracy,auc,f1,acc_0,acc_1,time
1,0.5,0.48571428571428577,0.625,0.2,0.7142857142857143,32.13202452659607
2,0.5,0.5,0.6666666666666666,0.0,1.0,32.19416570663452
3,0.3333333333333333,0.3055555555555556,0.5,0.0,0.6666666666666666,60.09515833854675
4,0.5833333333333334,0.53125,0.7058823529411765,0.25,0.75,60.26136875152588
5,0.45454545454545453,0.5,0.5714285714285714,0.25,0.5714285714285714,32.47862458229065
6,0.5454545454545454,0.46428571428571425,0.6153846153846154,0.5,0.5714285714285714,60.00348782539368
7,0.2727272727272727,0.25,0.42857142857142855,0.0,0.75,60.38132333755493
8,0.6363636363636364,0.4333333333333333,0.75,0.2,1.0,32.58560633659363
9,0.5454545454545454,0.5333333333333333,0.7058823529411765,0.0,1.0,59.97346353530884
10,0.2727272727272727,0.5416666666666666,0.42857142857142855,0.0,1.0,32.41480374336243
