Metric,Mean,Std
AUC,0.5532323232323232,0.21438947031264852
F1,0.0,0.0
ACC,0.34210526315789475,0.09031254509637719
ACC_0,1.0,0.0
ACC_1,0.0,0.0
Time,0.00018658638000488282,1.3723377463126835e-05
