Metric,Mean,Std
AUC,0.6320321345321346,0.16891478545190625
F1,0.7796713191023535,0.09804425935900143
ACC,0.6947368421052631,0.12103991796954623
ACC_0,0.4223015873015873,0.24827459521338438
ACC_1,0.8466466866466866,0.10936693052104471
Time,0.00018439292907714843,1.2222398747397134e-05
