Feature,SHAP_Value,Abs_SHAP_Value
Feature50,-0.04454146128786053,0.04454146128786053
Feature1,-0.031006213164219754,0.031006213164219754
Feature15,0.026674692004511093,0.026674692004511093
Feature3,-0.009128261658764477,0.009128261658764477
Feature57,-0.0066993626602152466,0.0066993626602152466
Feature45,-0.005106096841446273,0.005106096841446273
Feature56,-0.005061443342440153,0.005061443342440153
Feature39,-0.0026471632850332107,0.0026471632850332107
Feature14,0.0024652630675291638,0.0024652630675291638
Feature52,0.002460802151151373,0.002460802151151373
Feature46,0.002282018644192088,0.002282018644192088
Feature47,-0.0022031338786236672,0.0022031338786236672
Feature43,-0.0017941052823179065,0.0017941052823179065
Feature17,0.001529824047022274,0.001529824047022274
Feature53,-0.0014699698347309166,0.0014699698347309166
Feature48,-0.001303903234502851,0.001303903234502851
Feature42,0.0011614723172347712,0.0011614723172347712
Feature4,-0.0011299960842435287,0.0011299960842435287
Feature63,-0.0006014853433907258,0.0006014853433907258
Feature5,0.0005748389120968422,0.0005748389120968422
Feature2,-0.0005244065529048519,0.0005244065529048519
Feature22,-0.00021052709091175513,0.00021052709091175513
Feature49,-0.00019367311883035365,0.00019367311883035365
