Feature,SHAP_Value,Abs_SHAP_Value
Feature49,0.05616754665970801,0.05616754665970801
Feature26,0.044606025020281465,0.044606025020281465
Feature1,-0.030388452112674727,0.030388452112674727
Feature55,-0.028329362471898392,0.028329362471898392
Feature3,-0.018751017749309568,0.018751017749309568
Feature6,-0.018060310433308295,0.018060310433308295
Feature23,-0.015747837722301455,0.015747837722301455
Feature54,-0.015678553531567274,0.015678553531567274
Feature50,-0.015440646558999988,0.015440646558999988
Feature62,0.014463053395350776,0.014463053395350776
Feature46,-0.013344715038935348,0.013344715038935348
Feature53,-0.013048651317755414,0.013048651317755414
Feature28,0.011597156524658175,0.011597156524658175
Feature10,-0.01127394040425618,0.01127394040425618
Feature45,-0.011142730712890625,0.011142730712890625
Feature57,-0.010709698001543672,0.010709698001543672
Feature4,-0.010603124896685273,0.010603124896685273
Feature59,0.009154181927442578,0.009154181927442578
Feature51,-0.0076783845822016306,0.0076783845822016306
Feature27,0.007337344189484923,0.007337344189484923
Feature63,0.00680390372872354,0.00680390372872354
Feature5,-0.006702892482280731,0.006702892482280731
Feature39,-0.006111818055311843,0.006111818055311843
Feature17,-0.005033308019240693,0.005033308019240693
Feature2,0.004800098637739794,0.004800098637739794
Feature16,-0.004772998392581954,0.004772998392581954
Feature52,0.0047382054229577475,0.0047382054229577475
Feature14,0.004602577537298175,0.004602577537298175
Feature24,-0.004335957268873869,0.004335957268873869
Feature13,0.004092295964558915,0.004092295964558915
Feature58,-0.003926376501719134,0.003926376501719134
Feature19,0.002831409374872848,0.002831409374872848
Feature56,-0.002286255359649672,0.002286255359649672
Feature8,0.0021696860591570583,0.0021696860591570583
Feature20,0.0019272913535435948,0.0019272913535435948
Feature29,-0.0018446817994117598,0.0018446817994117598
Feature9,-0.0017183249195416722,0.0017183249195416722
Feature48,-0.0017081995805104389,0.0017081995805104389
Feature30,-0.000992536544799777,0.000992536544799777
Feature18,0.0009432807564735413,0.0009432807564735413
Feature11,0.0008638501167297363,0.0008638501167297363
Feature47,-0.0006728917360305786,0.0006728917360305786
Feature61,0.0004728709657986774,0.0004728709657986774
Feature15,0.00045716017484664917,0.00045716017484664917
Feature38,0.00034575909376145797,0.00034575909376145797
Feature22,-0.0002605443199475699,0.0002605443199475699
Feature25,-0.00020942836999893188,0.00020942836999893188
Feature7,0.00017619629700979522,0.00017619629700979522
Feature37,-0.00015309080481529236,0.00015309080481529236
Feature60,0.0001521160205205374,0.0001521160205205374
Feature35,6.703411539395188e-05,6.703411539395188e-05
Feature21,-3.034373124442824e-05,3.034373124442824e-05
Feature44,0.0,0.0
Feature43,0.0,0.0
Feature42,0.0,0.0
Feature41,0.0,0.0
Feature32,0.0,0.0
Feature31,0.0,0.0
