Metric,Mean,Std
AUC,0.8113677091455729,0.07421564005946941
F1,0.7985352282942257,0.05260112589051906
ACC,0.7293103448275863,0.06327815589004465
ACC_0,0.5234973359973359,0.15717497922862927
ACC_1,0.8479542885734836,0.067502581495964
Time,5.63010721206665,0.04885562683370372
