Metric,Mean,Std
AUC,0.779980771120864,0.10424253364704601
F1,0.7785874782753608,0.08158095372095882
ACC,0.6956321839080459,0.10753909525090827
ACC_0,0.4519069819069819,0.2418785013120932
ACC_1,0.8438108808116548,0.09476399231942316
Time,1.9635160923004151,0.041345909624790754
