Metric,Mean,Std
AUC,0.8121593641136986,0.07366991965000178
F1,0.7777073252405321,0.039424825633795096
ACC,0.735977011494253,0.05501534154690424
ACC_0,0.7657822732822732,0.14987385998510017
ACC_1,0.7232352885332761,0.06637986366601799
Time,2.8954092264175415,0.04769258635283286
