fold,accuracy,auc,f1,acc_0,acc_1,time
1,0.6333333333333333,0.7314814814814815,0.7027027027027027,0.5,0.7222222222222222,5.618403434753418
2,0.7666666666666667,0.8068181818181817,0.851063829787234,0.375,0.9090909090909091,5.62946343421936
3,0.6666666666666666,0.71,0.7727272727272727,0.3,0.85,5.6099231243133545
4,0.6666666666666666,0.7647058823529412,0.75,0.38461538461538464,0.8823529411764706,5.614746332168579
5,0.7666666666666667,0.746031746031746,0.8292682926829268,0.6666666666666666,0.8095238095238095,5.6253979206085205
6,0.7586206896551724,0.8506493506493507,0.8292682926829268,0.7142857142857143,0.7727272727272727,5.616595983505249
7,0.8275862068965517,0.9052631578947368,0.8717948717948718,0.7,0.8947368421052632,5.603099584579468
8,0.6896551724137931,0.8383838383838383,0.7804878048780488,0.36363636363636365,0.8888888888888888,5.760136127471924
9,0.7586206896551724,0.8990384615384616,0.8,0.6153846153846154,0.875,5.601458549499512
10,0.7931034482758621,0.8798076923076923,0.8333333333333334,0.6153846153846154,0.9375,5.617903470993042
