fold,accuracy,auc,f1,acc_0,acc_1,time
1,0.7333333333333333,0.8194444444444443,0.7777777777777778,0.6666666666666666,0.7777777777777778,2.1950385570526123
2,0.8333333333333334,0.8409090909090908,0.8888888888888888,0.625,0.9090909090909091,2.039191484451294
3,0.7,0.76,0.8,0.3,0.9,2.0318527221679688
4,0.7333333333333333,0.8235294117647058,0.7777777777777778,0.6153846153846154,0.8235294117647058,2.03164005279541
5,0.7666666666666667,0.7724867724867726,0.8292682926829268,0.6666666666666666,0.8095238095238095,2.0328633785247803
6,0.7931034482758621,0.8701298701298701,0.8571428571428571,0.7142857142857143,0.8181818181818182,2.0407464504241943
7,0.8620689655172413,0.9105263157894737,0.8888888888888888,0.9,0.8421052631578947,2.0329301357269287
8,0.6896551724137931,0.8282828282828283,0.7804878048780488,0.36363636363636365,0.8888888888888888,2.0327513217926025
9,0.7931034482758621,0.9134615384615384,0.8235294117647058,0.6923076923076923,0.875,2.0305469036102295
10,0.8620689655172413,0.889423076923077,0.8823529411764706,0.7692307692307693,0.9375,2.0323593616485596
