Metric,Mean,Std
AUC,0.8141089978706079,0.07284158236092053
F1,0.7959326825855108,0.054658572618017216
ACC,0.7260919540229884,0.06722593179253272
ACC_0,0.5234973359973359,0.15717497922862927
ACC_1,0.8435600308704023,0.07120524491014503
Time,2.889217805862427,0.04961797487352933
