Metric,Mean,Std
AUC,0.8169889474417339,0.07315806406424516
F1,0.8001290553184688,0.057571476581091685
ACC,0.7295402298850575,0.07359324498945724
ACC_0,0.5158050283050283,0.16634223914215215
ACC_1,0.8547055417063156,0.07720840344217253
Time,2.894743800163269,0.05014778741134653
