fold,accuracy,auc,f1,acc_0,acc_1,time
1,0.6666666666666666,0.7268518518518519,0.7222222222222222,0.5833333333333334,0.7222222222222222,4.558715581893921
2,0.7666666666666667,0.8011363636363635,0.851063829787234,0.375,0.9090909090909091,1.5273423194885254
3,0.6666666666666666,0.71,0.7727272727272727,0.3,0.85,1.5100786685943604
4,0.6,0.7647058823529412,0.7,0.3076923076923077,0.8235294117647058,1.5234012603759766
5,0.7333333333333333,0.7407407407407407,0.8,0.6666666666666666,0.7619047619047619,1.641716718673706
6,0.7586206896551724,0.8506493506493507,0.8292682926829268,0.7142857142857143,0.7727272727272727,1.5134451389312744
7,0.8275862068965517,0.9105263157894736,0.8717948717948718,0.7,0.8947368421052632,1.5060021877288818
8,0.6896551724137931,0.8282828282828283,0.7804878048780488,0.36363636363636365,0.8888888888888888,1.5115506649017334
9,0.7586206896551724,0.9038461538461537,0.8,0.6153846153846154,0.875,1.507883071899414
10,0.7931034482758621,0.8701923076923077,0.8333333333333334,0.6153846153846154,0.9375,1.5067617893218994
