Metric,Mean,Std
AUC,0.8131366586629744,0.07199359397833395
F1,0.7761152065393746,0.06222986383901144
ACC,0.7358620689655172,0.07466999470403078
ACC_0,0.7650246975246975,0.16270730898802882
ACC_1,0.7228023881003758,0.09283725929373622
Time,2.9034978628158568,0.04735329402565067
