fold,accuracy,auc,f1,acc_0,acc_1,time
1,0.6333333333333333,0.7407407407407408,0.7027027027027027,0.5,0.7222222222222222,2.8936398029327393
2,0.7666666666666667,0.8068181818181819,0.851063829787234,0.375,0.9090909090909091,2.8921890258789062
3,0.6666666666666666,0.7000000000000001,0.7727272727272727,0.3,0.85,2.8763985633850098
4,0.6333333333333333,0.7692307692307693,0.717948717948718,0.38461538461538464,0.8235294117647058,2.888622760772705
5,0.7333333333333333,0.7513227513227514,0.8,0.6666666666666666,0.7619047619047619,2.881666898727417
6,0.7586206896551724,0.8506493506493507,0.8292682926829268,0.7142857142857143,0.7727272727272727,2.8752543926239014
7,0.8275862068965517,0.9105263157894736,0.8717948717948718,0.7,0.8947368421052632,2.8733367919921875
8,0.6896551724137931,0.8232323232323232,0.7804878048780488,0.36363636363636365,0.8888888888888888,3.0142104625701904
9,0.7586206896551724,0.8990384615384616,0.8,0.6153846153846154,0.875,2.871644973754883
10,0.7931034482758621,0.8798076923076924,0.8333333333333334,0.6153846153846154,0.9375,2.8738462924957275
