Feature,SHAP_Value,Abs_SHAP_Value
Feature40,0.22326937728563986,0.22326937728563986
Feature63,-0.17629565404370004,0.17629565404370004
Feature43,0.103855167588243,0.103855167588243
Feature2,0.09025271499728288,0.09025271499728288
Feature39,-0.07195624589449144,0.07195624589449144
Feature60,-0.06402441988580011,0.06402441988580011
Feature61,-0.035732965402674705,0.035732965402674705
Feature50,-0.030759324121899707,0.030759324121899707
Feature57,-0.02956894625366242,0.02956894625366242
Feature1,-0.022015774603060784,0.022015774603060784
Feature56,-0.021542095655999526,0.021542095655999526
Feature5,0.021085960359449058,0.021085960359449058
Feature48,-0.016924165801268393,0.016924165801268393
Feature49,0.014806389394465899,0.014806389394465899
Feature44,-0.012732195794426221,0.012732195794426221
Feature27,-0.011995309614775166,0.011995309614775166
Feature54,-0.011053569413924075,0.011053569413924075
Feature33,-0.011043295361346064,0.011043295361346064
Feature47,0.009996064541649982,0.009996064541649982
Feature53,0.009188504812031845,0.009188504812031845
Feature10,-0.007969911615437234,0.007969911615437234
Feature51,0.007796574108493187,0.007796574108493187
Feature3,0.007376051696619701,0.007376051696619701
Feature45,-0.006961810313876928,0.006961810313876928
Feature17,0.0065194812025361855,0.0065194812025361855
Feature46,-0.006116912784924526,0.006116912784924526
Feature36,0.005992707658103548,0.005992707658103548
Feature14,0.0058724566514257726,0.0058724566514257726
Feature19,0.005636635313839289,0.005636635313839289
Feature38,0.0044223879008697025,0.0044223879008697025
Feature32,0.004391607493687268,0.004391607493687268
Feature29,0.004043614404541114,0.004043614404541114
Feature55,0.003771319040491152,0.003771319040491152
Feature28,-0.0034755930910085977,0.0034755930910085977
Feature20,-0.003441967494769651,0.003441967494769651
Feature11,-0.003432101932081747,0.003432101932081747
Feature13,0.002942860073264673,0.002942860073264673
Feature52,0.0029374681523505843,0.0029374681523505843
Feature8,-0.0028116451374815186,0.0028116451374815186
Feature22,0.002731158635172412,0.002731158635172412
Feature18,-0.002728036609103724,0.002728036609103724
Feature12,-0.0026964267567333076,0.0026964267567333076
Feature7,-0.0023467110345508266,0.0023467110345508266
Feature59,-0.002160861389654961,0.002160861389654961
Feature24,0.0020534471459898174,0.0020534471459898174
Feature9,0.0020450601481590927,0.0020450601481590927
Feature30,0.001914260760164423,0.001914260760164423
Feature4,-0.001582767459371461,0.001582767459371461
Feature31,-0.001459192041842523,0.001459192041842523
Feature58,0.00126902268319945,0.00126902268319945
Feature37,0.0011131767835998914,0.0011131767835998914
Feature25,-0.0010568189145044038,0.0010568189145044038
Feature21,0.0009965517032204385,0.0009965517032204385
Feature6,0.0007225660965155903,0.0007225660965155903
Feature34,0.0007106615307081917,0.0007106615307081917
Feature23,0.0005182565226605484,0.0005182565226605484
Feature26,0.0005009795522993299,0.0005009795522993299
Feature16,-0.0004804578124595245,0.0004804578124595245
Feature15,-0.00044752796629614805,0.00044752796629614805
Feature35,0.0,0.0
Feature42,0.0,0.0
Feature41,0.0,0.0
Feature62,0.0,0.0
