Feature,SHAP_Value,Abs_SHAP_Value
Feature63,-0.21373676557033502,0.21373676557033502
Feature43,0.0697647215661384,0.0697647215661384
Feature60,-0.056356191507679586,0.056356191507679586
Feature1,-0.03231541834240159,0.03231541834240159
Feature61,0.03174275940624355,0.03174275940624355
Feature50,-0.026425067020364627,0.026425067020364627
Feature2,0.023655497669779025,0.023655497669779025
Feature5,0.015625418091819377,0.015625418091819377
Feature47,0.015064337872700123,0.015064337872700123
Feature62,-0.0149986739118875,0.0149986739118875
Feature27,-0.014256390127185986,0.014256390127185986
Feature45,-0.013304092112838117,0.013304092112838117
Feature56,-0.012333568349107177,0.012333568349107177
Feature49,0.012050798653110026,0.012050798653110026
Feature3,0.010945085742566807,0.010945085742566807
Feature57,-0.009942950760037197,0.009942950760037197
Feature25,-0.009867908048401477,0.009867908048401477
Feature59,0.00934874030403117,0.00934874030403117
Feature10,-0.009119676234934251,0.009119676234934251
Feature30,-0.0076775350801630655,0.0076775350801630655
Feature54,-0.007293196619616124,0.007293196619616124
Feature46,-0.0068435205487717655,0.0068435205487717655
Feature29,0.006544239335022753,0.006544239335022753
Feature18,-0.006153710244032583,0.006153710244032583
Feature17,-0.005372284906168788,0.005372284906168788
Feature8,-0.005126969538652344,0.005126969538652344
Feature11,-0.004627537728226198,0.004627537728226198
Feature38,-0.004226947712096969,0.004226947712096969
Feature26,-0.003773133157892979,0.003773133157892979
Feature6,-0.0036437093519423916,0.0036437093519423916
Feature55,0.0031732574339217953,0.0031732574339217953
Feature7,-0.003018630858168373,0.003018630858168373
Feature51,0.002846012506756359,0.002846012506756359
Feature48,-0.002812584810074172,0.002812584810074172
Feature22,-0.0027879909921723622,0.0027879909921723622
Feature23,-0.0026739425227722776,0.0026739425227722776
Feature4,-0.002605489103403899,0.002605489103403899
Feature37,-0.002518908701192336,0.002518908701192336
Feature12,-0.0022880369795052666,0.0022880369795052666
Feature31,0.00215264144529508,0.00215264144529508
Feature58,-0.002099210308293719,0.002099210308293719
Feature52,0.001970245842493404,0.001970245842493404
Feature9,-0.0019129999767050487,0.0019129999767050487
Feature32,-0.0018432300753965607,0.0018432300753965607
Feature15,0.0017549031238516671,0.0017549031238516671
Feature28,-0.0016062392716625397,0.0016062392716625397
Feature16,-0.00152410360761783,0.00152410360761783
Feature13,0.0011455913657374278,0.0011455913657374278
Feature34,0.0011276295560393907,0.0011276295560393907
Feature19,-0.0010220240521426154,0.0010220240521426154
Feature20,-0.001017629936345595,0.001017629936345595
Feature33,0.00048332773273115454,0.00048332773273115454
Feature53,0.00043726595622053016,0.00043726595622053016
Feature14,-0.00014820830015575362,0.00014820830015575362
Feature24,-0.00013673690854677326,0.00013673690854677326
Feature21,0.00010710610618930305,0.00010710610618930305
Feature36,0.0,0.0
Feature35,0.0,0.0
Feature42,0.0,0.0
Feature39,0.0,0.0
Feature40,0.0,0.0
Feature41,0.0,0.0
Feature44,0.0,0.0
