Metric,Mean,Std
AUC,0.6325001682396247,0.07016232805103736
F1,0.6513411796561452,0.096307486325861
ACC,0.5961581920903953,0.07696013040762693
ACC_0,0.5625931080063058,0.09079513618705984
ACC_1,0.6230242862575945,0.1205290072058398
Time,70.42615377902985,0.7627876256126629
